Id,DateOfPrice,Value
id_0,01/06/2025 00:00:00,18
id_1,01/06/2025 00:00:00,17
id_2,01/06/2025 00:00:00,13
id_3,01/06/2025 00:00:00,19
id_0,01/07/2025 00:00:00,17.83
id_1,01/07/2025 00:00:00,16.7
id_2,01/07/2025 00:00:00,13.26
id_3,01/07/2025 00:00:00,19.48
id_0,01/08/2025 00:00:00,18.43
id_1,01/08/2025 00:00:00,16.72
id_2,01/08/2025 00:00:00,12.94
id_3,01/08/2025 00:00:00,19.63
id_0,01/09/2025 00:00:00,17.68
id_1,01/09/2025 00:00:00,16.91
id_2,01/09/2025 00:00:00,13.06
id_3,01/09/2025 00:00:00,19.93
id_0,01/10/2025 00:00:00,18.83
id_1,01/10/2025 00:00:00,16.49
id_2,01/10/2025 00:00:00,13.17
id_3,01/10/2025 00:00:00,19.76
id_0,01/13/2025 00:00:00,18.56
id_1,01/13/2025 00:00:00,16.77
id_2,01/13/2025 00:00:00,12.8
id_3,01/13/2025 00:00:00,19.96
id_0,01/14/2025 00:00:00,18.98
id_1,01/14/2025 00:00:00,17.23
id_2,01/14/2025 00:00:00,12.61
id_3,01/14/2025 00:00:00,19.65
id_0,01/15/2025 00:00:00,18.89
id_1,01/15/2025 00:00:00,17.05
id_2,01/15/2025 00:00:00,12.77
id_3,01/15/2025 00:00:00,19.74
id_0,01/16/2025 00:00:00,18.76
id_1,01/16/2025 00:00:00,17.22
id_2,01/16/2025 00:00:00,12.95
id_3,01/16/2025 00:00:00,19.63
id_0,01/17/2025 00:00:00,18.31
id_1,01/17/2025 00:00:00,17.48
id_2,01/17/2025 00:00:00,12.65
id_3,01/17/2025 00:00:00,19.45
id_0,01/20/2025 00:00:00,17.29
id_1,01/20/2025 00:00:00,17.09
id_2,01/20/2025 00:00:00,13.33
id_3,01/20/2025 00:00:00,19.34
id_0,01/21/2025 00:00:00,17.75
id_1,01/21/2025 00:00:00,16.94
id_2,01/21/2025 00:00:00,13.16
id_3,01/21/2025 00:00:00,19.36
id_0,01/22/2025 00:00:00,17.62
id_1,01/22/2025 00:00:00,16.68
id_2,01/22/2025 00:00:00,13.48
id_3,01/22/2025 00:00:00,19.61
id_0,01/23/2025 00:00:00,16.89
id_1,01/23/2025 00:00:00,16.1
id_2,01/23/2025 00:00:00,13.68
